a.accountNumber,a.pagerank,a.degree,a.in_degree,a.out_degree,a.betweenness,a.community_id,a.community_size,a.triangle_count,a.cycle_count,a.intermediate_accounts,a.is_fraud,a.fraud_score
ACC06653,0.9266936516085227,9.0,6.0,9.0,34786.70377485555,3668,708,0,0,1,0,0.5375053329778015
ACC06696,0.7927203418475085,9.0,6.0,9.0,65497.09507741298,5077,376,0,0,1,0,0.5375053329778015
ACC06927,0.7195702388155691,9.0,6.0,9.0,49611.50111853538,6870,959,0,0,1,0,0.5375053329778015
ACC06955,1.0552493097456452,9.0,6.0,9.0,92266.93575650142,2535,424,0,0,1,0,0.5375053329778015
ACC07007,0.6919234959518028,9.0,6.0,9.0,67665.3280317306,8492,679,0,0,1,0,0.5375053329778015
ACC07059,1.6124183366351896,9.0,6.0,9.0,75994.70791351481,1453,312,0,0,1,0,0.5375053329778015
ACC07106,0.5095781781713212,9.0,6.0,9.0,64815.353114313904,3568,865,0,0,1,0,0.5375053329778015
ACC05181,0.8094553068499784,9.0,6.0,9.0,62520.920616275704,6870,959,0,0,1,0,0.5375053329778015
ACC05339,1.275520442930888,9.0,6.0,9.0,106341.94411280968,7356,726,0,0,1,0,0.5375053329778015
ACC05374,0.8417012831490918,9.0,6.0,9.0,37688.30942553406,3792,232,0,0,1,0,0.5375053329778015
ACC05418,0.5419819035122952,9.0,6.0,9.0,57008.02090380429,3668,708,0,0,1,0,0.5375053329778015
ACC05523,0.8546396630944634,9.0,6.0,9.0,61720.42092445375,3792,232,0,0,1,0,0.5375053329778015
ACC05953,0.5775520797977562,9.0,6.0,9.0,34109.57720262867,9101,344,0,0,1,0,0.5375053329778015
ACC06031,0.9930619958729259,9.0,6.0,9.0,87722.13354125866,1453,312,0,0,1,0,0.5375053329778015
ACC06036,1.4014571622899452,9.0,6.0,9.0,92432.86667448485,5077,376,0,0,1,0,0.5375053329778015
ACC00569,1.1725343353741537,9.0,6.0,9.0,61691.13577200321,6803,545,0,0,1,0,0.5375053329778015
ACC00728,0.9921083184191187,9.0,6.0,9.0,80968.72782328277,7356,726,0,0,1,0,0.5375053329778015
ACC00806,0.7349781424201083,9.0,6.0,9.0,67780.68952956003,6200,433,0,0,1,0,0.5375053329778015
ACC00808,0.8657151328703531,9.0,6.0,9.0,61606.813952436285,5018,678,0,0,1,0,0.5375053329778015
ACC00988,0.47673370330793546,9.0,6.0,9.0,28262.883196037,5018,678,0,0,1,0,0.5375053329778015
ACC02110,0.6104204737391562,9.0,6.0,9.0,67386.88933838978,4657,406,0,0,1,0,0.5375053329778015
ACC02147,1.0144953898853963,9.0,6.0,9.0,42392.32825282822,6870,959,0,0,1,0,0.5375053329778015
ACC02242,0.9331838997301922,9.0,6.0,9.0,65615.78080950439,4657,406,0,0,1,0,0.5375053329778015
ACC02343,0.994298351670428,9.0,6.0,9.0,89429.52867775087,8492,679,0,0,1,0,0.5375053329778015
ACC02571,0.9451713850707114,9.0,6.0,9.0,85295.95713820073,2535,424,0,0,1,0,0.5375053329778015
ACC02738,1.389875923533436,9.0,6.0,9.0,88568.70134941714,6803,545,0,0,1,0,0.5375053329778015
ACC02832,1.5571244420413322,9.0,6.0,9.0,76548.62633967232,2535,424,0,0,1,0,0.5375053329778015
ACC03034,0.6164420329252431,9.0,6.0,9.0,64224.19199716359,3668,708,0,0,1,0,0.5375053329778015
ACC03537,1.0393449668038004,9.0,6.0,9.0,114803.57774912815,5018,678,0,0,1,0,0.5375053329778015
ACC03616,0.5792510374748435,9.0,6.0,9.0,36238.81963179152,5073,591,0,0,1,0,0.5375053329778015
ACC03637,1.4846490623808617,9.0,6.0,9.0,94508.13344476557,1453,312,0,0,1,0,0.5375053329778015
ACC03675,1.0639624547228785,9.0,6.0,9.0,93166.39212156433,9101,344,0,0,1,0,0.5375053329778015
ACC03684,1.2992452749990053,9.0,6.0,9.0,91752.62271671103,3568,865,0,0,1,0,0.5375053329778015
ACC04017,1.2014656933852554,9.0,6.0,9.0,71670.74439297651,6870,959,0,0,1,0,0.5375053329778015
ACC04065,1.3875034931069998,9.0,6.0,9.0,90035.12089451813,5073,591,0,0,1,0,0.5375053329778015
ACC04080,0.83065114394567,9.0,6.0,9.0,63934.414552801594,3668,708,0,0,1,0,0.5375053329778015
ACC09316,1.3094573814422183,9.0,6.0,9.0,70693.4169527627,5826,257,0,0,1,0,0.5375053329778015
ACC09688,0.9361484904806306,9.0,6.0,9.0,77989.6885710241,4657,406,0,0,1,0,0.5375053329778015
ACC09722,0.9620204840678727,9.0,6.0,9.0,81151.52160028298,6870,959,0,0,1,0,0.5375053329778015
ACC09868,1.085083498336727,9.0,6.0,9.0,41859.61353448823,1773,90,0,0,1,0,0.5375053329778015
ACC09960,0.7285065424724956,9.0,6.0,9.0,94319.9597654614,3568,865,0,0,1,0,0.5375053329778015
ACC01635,0.8241067018643801,9.0,11.0,9.0,37916.98484118619,3568,865,1,0,1,0,0.5374945002749862
ACC07603,1.2475488967724444,9.0,11.0,9.0,106219.35274049717,3792,232,1,0,1,0,0.5374945002749862
ACC06502,1.3670087290848512,9.0,11.0,9.0,116791.2417965117,1453,312,1,0,1,0,0.5374945002749862
ACC06848,2.382239945611076,9.0,11.0,9.0,169560.89877315194,6803,545,1,0,1,0,0.5374945002749862
ACC05189,2.316372061449283,5.0,15.0,5.0,53777.821205572705,8946,401,0,0,1,0,0.5374925003749812
ACC01656,2.528863519132647,5.0,15.0,5.0,88177.02408210374,5018,678,0,0,1,0,0.5374925003749812
ACC04576,1.8300013530747687,5.0,15.0,5.0,74641.70104679586,5615,410,0,0,1,0,0.5374925003749812
ACC05062,1.9424360926337985,5.0,15.0,5.0,83504.37883523414,3668,708,0,0,1,0,0.5374925003749812
ACC04061,2.1895009509741845,5.0,15.0,5.0,116264.04456384813,5077,376,0,0,1,0,0.5374925003749812
ACC03584,1.4379013140412704,1.0,9.0,1.0,9841.50745987629,7356,726,0,0,1,0,0.5374820017998201
ACC07228,1.1372460052638047,1.0,9.0,1.0,18953.245781384507,6803,545,0,0,1,0,0.5374820017998201
ACC07811,0.8792812727247395,1.0,9.0,1.0,9810.528021067541,8946,401,0,0,1,0,0.5374820017998201
ACC07994,0.9009635690874872,1.0,9.0,1.0,12017.163528044995,5077,376,0,0,1,0,0.5374820017998201
ACC08068,1.7210583864680744,1.0,9.0,1.0,25593.21846547931,6870,959,0,0,1,0,0.5374820017998201
ACC08666,0.9125295763434558,1.0,9.0,1.0,26912.713070051945,5018,678,0,0,1,0,0.5374820017998201
ACC05284,0.9666479704002917,1.0,9.0,1.0,41101.492314460644,5826,257,0,0,1,0,0.5374820017998201
ACC04377,1.078312595620531,1.0,9.0,1.0,12561.44103471745,6200,433,0,0,1,0,0.5374820017998201
ACC00100,0.7936968961884527,1.0,9.0,1.0,6349.875728651388,3668,708,0,0,1,0,0.5374820017998201
ACC00153,0.7459111880855683,1.0,9.0,1.0,11193.110443434056,8946,401,0,0,1,0,0.5374820017998201
ACC00517,0.9315039416119543,1.0,9.0,1.0,18589.85364920579,3792,232,0,0,1,0,0.5374820017998201
ACC00830,1.8329766338007683,1.0,9.0,1.0,41635.940370592485,3568,865,0,0,1,0,0.5374820017998201
ACC02446,2.3678999801019747,1.0,9.0,1.0,15234.95569332554,8946,401,0,0,1,0,0.5374820017998201
ACC02481,1.2129671270873248,1.0,9.0,1.0,14836.729159642282,4657,406,0,0,1,0,0.5374820017998201
ACC04089,1.6038500360887125,8.0,14.0,8.0,107860.26740322818,3668,708,0,0,1,0,0.5372669424117086
ACC09943,2.02804864041527,8.0,14.0,8.0,122878.81135537836,3568,865,0,0,1,0,0.5372669424117086
ACC09946,1.1273071829937469,8.0,14.0,8.0,74603.06405969858,3568,865,0,0,1,0,0.5372669424117086
ACC07477,1.850656429173197,8.0,14.0,8.0,148256.30054793984,4657,406,0,0,1,0,0.5372669424117086
ACC08059,1.6572542724727923,8.0,14.0,8.0,74316.97721083392,8492,679,0,0,1,0,0.5372669424117086
ACC06326,1.8190570476917745,8.0,14.0,8.0,109365.08013078885,3792,232,0,0,1,0,0.5372669424117086
ACC06392,1.5932150053150882,8.0,14.0,8.0,76495.6912704466,5615,410,0,0,1,0,0.5372669424117086
ACC06738,1.723200450725818,8.0,14.0,8.0,113887.73955762967,5615,410,0,0,1,0,0.5372669424117086
ACC07067,3.4122741632982905,8.0,14.0,8.0,213022.6925765172,5018,678,0,0,1,0,0.5372669424117086
ACC00717,2.3659358954628744,8.0,14.0,8.0,160394.04318904027,5018,678,0,0,1,0,0.5372669424117086
ACC05536,3.204225938905378,8.0,14.0,8.0,167045.20912175684,5018,678,0,0,1,0,0.5372669424117086
ACC05863,1.7374764343479858,8.0,14.0,8.0,98310.73849457953,3568,865,0,0,1,0,0.5372669424117086
ACC05525,1.1235957202134272,11.0,10.0,11.0,140245.8505387573,1651,133,0,0,1,0,0.537266439693348
ACC07446,1.2034338723908176,11.0,10.0,11.0,130145.84505847342,5073,591,0,0,1,0,0.537266439693348
ACC07692,0.9071308212110156,11.0,10.0,11.0,79337.94075441246,3668,708,0,0,1,0,0.537266439693348
ACC02072,0.9934409514485413,11.0,10.0,11.0,101586.6545558118,3668,708,0,0,1,0,0.537266439693348
ACC02419,1.228289142584981,11.0,10.0,11.0,131967.92532936038,5018,678,0,0,1,0,0.537266439693348
ACC02460,1.0008337262283238,11.0,10.0,11.0,116156.62123598909,8492,679,0,0,1,0,0.537266439693348
ACC01798,1.480609744823341,11.0,10.0,11.0,105050.75091462753,5615,410,0,0,1,0,0.537266439693348
ACC01892,1.3887130573448947,11.0,10.0,11.0,87313.59769356037,1453,312,0,0,1,0,0.537266439693348
ACC08337,1.0988121220481828,11.0,10.0,11.0,91367.53582392725,5073,591,0,0,1,0,0.537266439693348
ACC08823,1.308502034471844,11.0,10.0,11.0,130625.52435313493,4657,406,0,0,1,0,0.537266439693348
ACC09019,2.019091909125342,11.0,10.0,11.0,144526.6799827935,6870,959,0,0,1,0,0.537266439693348
ACC09598,1.6284895359361147,11.0,10.0,11.0,65128.76904371028,5077,376,0,0,1,0,0.537266439693348
ACC03198,1.1260300254094873,11.0,10.0,11.0,96116.11437278375,4657,406,0,0,1,0,0.537266439693348
ACC03210,1.6313530875365505,11.0,10.0,11.0,87549.01798790428,1651,133,0,0,1,0,0.537266439693348
ACC03410,1.311354584285386,11.0,10.0,11.0,145083.8708836479,6870,959,0,0,1,0,0.537266439693348
ACC03813,1.117396546899843,11.0,10.0,11.0,74738.24104222823,5018,678,0,0,1,0,0.537266439693348
ACC03945,0.9991344064556131,11.0,10.0,11.0,93450.6932021924,7266,168,0,0,1,0,0.537266439693348
ACC00780,1.3704196662855286,11.0,10.0,11.0,78982.17701747733,1651,133,0,0,1,0,0.537266439693348
ACC00929,1.6581281940018178,11.0,10.0,11.0,164522.87316180958,6870,959,0,0,1,0,0.537266439693348
ACC06316,0.6006388910093962,11.0,10.0,11.0,33916.317158225385,5018,678,0,0,1,0,0.537266439693348
ACC06650,2.2562122545325085,11.0,10.0,11.0,137994.49176095056,5073,591,0,0,1,0,0.537266439693348
ACC07098,1.1354914849192026,11.0,10.0,11.0,111410.71728003945,6803,545,0,0,1,0,0.537266439693348
ACC04184,0.991485814227907,11.0,10.0,11.0,106211.12675270655,1453,312,0,0,1,0,0.537266439693348
ACC04436,1.4106744488199219,11.0,10.0,11.0,126385.21982312656,6803,545,0,0,1,0,0.537266439693348
ACC09490,1.2322146918229906,3.0,14.0,3.0,44610.896180500225,6803,545,0,0,1,0,0.5371961943415093
ACC02073,1.6611074157420171,3.0,14.0,3.0,41493.86505521629,6803,545,0,0,1,0,0.5371961943415093
ACC05243,2.4431993871108983,3.0,14.0,3.0,102215.41910364926,2535,424,0,0,1,0,0.5371961943415093
ACC05419,1.8151407780286004,3.0,14.0,3.0,49171.43413419982,3568,865,0,0,1,0,0.5371961943415093
ACC05587,3.5516763694751625,3.0,14.0,3.0,69340.54509321667,4657,406,0,0,1,0,0.5371961943415093
ACC05940,2.266951629344011,3.0,14.0,3.0,58724.64624163231,6803,545,0,0,1,0,0.5371961943415093
ACC07863,1.8238786451562001,3.0,14.0,3.0,54022.60867612175,8492,679,0,0,1,0,0.5371961943415093
ACC08245,1.143327502250323,3.0,14.0,3.0,81360.01739275281,4657,406,0,0,1,0,0.5371961943415093
ACC08771,1.52328438721506,3.0,14.0,3.0,37232.199686794724,6870,959,0,0,1,0,0.5371961943415093
ACC01556,1.7585738002262312,3.0,14.0,3.0,64892.80758209996,8492,679,0,0,1,0,0.5371961943415093
ACC00378,2.178009066389274,3.0,14.0,3.0,45136.17991757971,5073,591,0,0,1,0,0.5371961943415093
ACC08403,1.1514016698466387,11.0,12.0,11.0,123797.46803221997,5615,410,0,0,1,0,0.536843289422199
ACC02797,1.5377816422503836,11.0,12.0,11.0,145845.18687162662,5077,376,0,0,1,0,0.536843289422199
ACC02950,1.3982815121065935,11.0,12.0,11.0,95318.34848341154,3568,865,0,0,1,0,0.536843289422199
ACC04262,1.810258475550271,11.0,12.0,11.0,154040.19141497643,3568,865,0,0,1,0,0.536843289422199
ACC04627,1.7045487684478187,11.0,12.0,11.0,184531.68846685076,5018,678,0,0,1,0,0.536843289422199
ACC07341,1.737516657349876,11.0,12.0,11.0,118196.79299793112,5018,678,0,0,1,0,0.536843289422199
ACC07492,1.5457993045949998,11.0,12.0,11.0,115374.63834679441,7356,726,0,0,1,0,0.536843289422199
ACC07872,1.826729719289342,11.0,12.0,11.0,125017.21509168693,3668,708,0,0,1,0,0.536843289422199
ACC01746,1.673496730209036,11.0,12.0,11.0,145535.0124366679,6870,959,0,0,1,0,0.536843289422199
ACC01771,2.3932505101124595,11.0,12.0,11.0,144153.97826085816,1453,312,0,0,1,0,0.536843289422199
ACC07104,2.0717659823206254,11.0,12.0,11.0,212706.3655933047,5018,678,0,0,1,0,0.536843289422199
ACC06394,1.9056903999770358,2.0,12.0,2.0,60186.052059352915,5826,257,0,0,1,0,0.5364163274051853
ACC06902,2.5212941484385856,2.0,12.0,2.0,15522.209855855039,3568,865,0,0,1,0,0.5364163274051853
ACC04585,4.095385904545431,2.0,12.0,2.0,24166.090086208314,5073,591,0,0,1,0,0.5364163274051853
ACC08857,2.0226644544684254,2.0,12.0,2.0,26293.154408377508,6803,545,0,0,1,0,0.5364163274051853
ACC09043,1.6836911772789798,2.0,12.0,2.0,31951.232922313087,5077,376,0,0,1,0,0.5364163274051853
ACC09158,1.6545933633746766,2.0,12.0,2.0,48649.17022718216,8492,679,0,0,1,0,0.5364163274051853
ACC00528,1.1803015651909279,2.0,12.0,2.0,30396.66195531035,8946,401,0,0,1,0,0.5364163274051853
ACC05232,1.5958500288980224,2.0,12.0,2.0,27812.993892645758,6870,959,0,0,1,0,0.5364163274051853
ACC05333,1.9485976703168302,2.0,12.0,2.0,28701.60738268684,3668,708,0,0,1,0,0.5364163274051853
ACC01695,1.4547542110814975,2.0,12.0,2.0,28030.777906782303,5018,678,0,0,1,0,0.5364163274051853
ACC08126,1.5515053704710546,2.0,12.0,2.0,58249.37707590936,1453,312,0,0,1,0,0.5364163274051853
ACC07214,1.022570373918462,10.0,8.0,10.0,91757.63369773472,7356,726,0,0,1,0,0.536116049108383
ACC07442,1.0017803462241173,10.0,8.0,10.0,79000.43140887843,6200,433,0,0,1,0,0.536116049108383
ACC07805,1.5091317612935329,10.0,8.0,10.0,102610.88040988494,7356,726,0,0,1,0,0.536116049108383
ACC00123,1.2553980726285225,10.0,8.0,10.0,88608.70991827175,1651,133,0,0,1,0,0.536116049108383
ACC04342,1.2329641784814669,10.0,8.0,10.0,119528.74831312774,4657,406,0,0,1,0,0.536116049108383
ACC04523,1.7873733568190837,10.0,8.0,10.0,125384.13169059224,6803,545,0,0,1,0,0.536116049108383
ACC04605,1.1239813456036547,10.0,8.0,10.0,87989.31607668649,6200,433,0,0,1,0,0.536116049108383
ACC04685,1.0203079048685886,10.0,8.0,10.0,75451.69308433493,6803,545,0,0,1,0,0.536116049108383
ACC04767,1.0507561854322491,10.0,8.0,10.0,79986.92851095773,5073,591,0,0,1,0,0.536116049108383
ACC04799,1.1262435972503975,10.0,8.0,10.0,126306.71963057871,7356,726,0,0,1,0,0.536116049108383
ACC04948,1.1134428232575424,10.0,8.0,10.0,66372.75916581794,2535,424,0,0,1,0,0.536116049108383
ACC04975,0.7736415519641788,10.0,8.0,10.0,61378.516628359444,9101,344,0,0,1,0,0.536116049108383
ACC06352,1.3217550494761816,10.0,8.0,10.0,103672.78652853923,5073,591,0,0,1,0,0.536116049108383
ACC06418,1.8602446889078201,10.0,8.0,10.0,137025.64606774505,8946,401,0,0,1,0,0.536116049108383
ACC06442,1.0964222781971489,10.0,8.0,10.0,94048.75556083745,3568,865,0,0,1,0,0.536116049108383
ACC06732,1.1377699020929393,10.0,8.0,10.0,107487.04764632658,6870,959,0,0,1,0,0.536116049108383
ACC07029,1.1454266886868187,10.0,8.0,10.0,148924.84505090275,8492,679,0,0,1,0,0.536116049108383
ACC07073,0.7592411265506279,10.0,8.0,10.0,84115.85792004381,3792,232,0,0,1,0,0.536116049108383
ACC09501,1.1513467720186958,10.0,8.0,10.0,89717.42739517997,3668,708,0,0,1,0,0.536116049108383
ACC09595,1.4246484268139916,10.0,8.0,10.0,76359.14913290286,6803,545,0,0,1,0,0.536116049108383
ACC09739,0.940647886437254,10.0,8.0,10.0,83667.79988912362,1453,312,0,0,1,0,0.536116049108383
ACC08530,1.4495987478378554,10.0,8.0,10.0,133793.09376707464,6870,959,0,0,1,0,0.536116049108383
ACC08629,1.0033862343656077,10.0,8.0,10.0,99567.31236123723,9101,344,0,0,1,0,0.536116049108383
ACC08662,1.3433932998583813,10.0,8.0,10.0,131743.83852297114,3568,865,0,0,1,0,0.536116049108383
ACC08893,0.8745807311331388,10.0,8.0,10.0,56264.79490547085,5018,678,0,0,1,0,0.536116049108383
ACC02841,1.0443574815466583,10.0,8.0,10.0,86683.65097310013,6870,959,0,0,1,0,0.536116049108383
ACC01157,0.9012239492547912,10.0,8.0,10.0,71504.5677249633,5073,591,0,0,1,0,0.536116049108383
ACC01498,0.8496201009250904,10.0,8.0,10.0,59553.343483139266,6803,545,0,0,1,0,0.536116049108383
ACC01590,1.099376754331659,10.0,8.0,10.0,115353.36007100016,5018,678,0,0,1,0,0.536116049108383
ACC01686,0.8651452967439296,10.0,8.0,10.0,62301.369852143376,3568,865,0,0,1,0,0.536116049108383
ACC01934,1.118369817636044,10.0,8.0,10.0,97455.05444157311,5826,257,0,0,1,0,0.536116049108383
ACC03293,1.5244703753271325,10.0,8.0,10.0,164077.66724040586,8492,679,0,0,1,0,0.536116049108383
ACC03412,1.2136602912314032,10.0,8.0,10.0,81610.32508171778,4657,406,0,0,1,0,0.536116049108383
ACC03479,0.5517806779138295,10.0,8.0,10.0,38483.5469936589,5615,410,0,0,1,0,0.536116049108383
ACC03522,0.6156495801865728,10.0,8.0,10.0,24911.570557875704,5073,591,0,0,1,0,0.536116049108383
ACC04003,0.8888053127240688,10.0,8.0,10.0,57015.24218683314,5615,410,0,0,1,0,0.536116049108383
ACC05355,1.5094673329138735,10.0,8.0,10.0,97117.12487754447,8492,679,0,0,1,0,0.536116049108383
ACC05391,1.169926577386995,10.0,8.0,10.0,127568.74325402257,8492,679,0,0,1,0,0.536116049108383
ACC05499,1.2007548322516657,10.0,8.0,10.0,91059.02097546449,5615,410,0,0,1,0,0.536116049108383
ACC05611,1.6686265910739244,10.0,8.0,10.0,94234.56216595355,6870,959,0,0,1,0,0.536116049108383
ACC05859,1.2865843846122231,10.0,8.0,10.0,72333.37287597696,3568,865,0,0,1,0,0.536116049108383
ACC06000,1.3910871314610815,10.0,8.0,10.0,111004.15291084799,3568,865,0,0,1,0,0.536116049108383
ACC09396,1.0682934213301198,5.0,9.0,5.0,42608.04979224274,5615,410,2,0,1,0,0.5360622455538889
ACC09226,1.3774483246252422,7.0,14.0,7.0,92314.1249779462,3668,708,0,0,1,0,0.5358269844293129
ACC09968,1.9098472181590127,7.0,14.0,7.0,157232.06098006506,8492,679,0,0,1,0,0.5358269844293129
ACC05144,2.083384944406544,7.0,14.0,7.0,148597.1066683733,8492,679,0,0,1,0,0.5358269844293129
ACC05544,2.0360061010207917,7.0,14.0,7.0,49416.19027832928,3568,865,0,0,1,0,0.5358269844293129
ACC05043,1.7753806245082826,7.0,14.0,7.0,112077.23572786698,5077,376,0,0,1,0,0.5358269844293129
ACC07571,1.7165858075768807,7.0,14.0,7.0,56962.56646603571,5073,591,0,0,1,0,0.5358269844293129
ACC00640,1.7213885434497493,7.0,14.0,7.0,89099.81431260266,2535,424,0,0,1,0,0.5358269844293129
ACC03100,1.818178070132613,7.0,14.0,7.0,115679.53063274486,3568,865,0,0,1,0,0.5358269844293129
ACC01736,0.9278763190934959,7.0,14.0,7.0,83880.24403125599,5073,591,0,0,1,0,0.5358269844293129
ACC04791,1.3985166134385392,8.0,11.0,8.0,94950.00299559062,6870,959,1,0,1,0,0.5357833798221147
ACC04860,1.460336555920407,8.0,11.0,8.0,81337.35694776168,5073,591,1,0,1,0,0.5357833798221147
ACC05897,2.3300290339631746,8.0,11.0,8.0,140769.43253239943,5073,591,1,0,1,0,0.5357833798221147
ACC08955,1.962433482946723,8.0,11.0,8.0,142378.5717682627,7356,726,1,0,1,0,0.5357833798221147
ACC08740,1.868377663186492,9.0,13.0,9.0,134074.9842038633,6870,959,0,0,1,0,0.5356764465251579
ACC01064,2.1343694091965233,9.0,13.0,9.0,137174.95906363943,8492,679,0,0,1,0,0.5356764465251579
ACC01860,2.0789872513368572,9.0,13.0,9.0,117676.93469678282,1651,133,0,0,1,0,0.5356764465251579
ACC02023,1.3927636993753032,9.0,13.0,9.0,124676.09011775968,8492,679,0,0,1,0,0.5356764465251579
ACC08146,1.634480825028487,9.0,13.0,9.0,113924.23881098688,5073,591,0,0,1,0,0.5356764465251579
ACC04343,1.967265770957684,9.0,13.0,9.0,150728.11458310604,5615,410,0,0,1,0,0.5356764465251579
ACC04429,2.081595786253003,9.0,13.0,9.0,75515.23502718446,5615,410,0,0,1,0,0.5356764465251579
ACC06962,2.2536259752889234,9.0,13.0,9.0,136064.8230953204,3668,708,0,0,1,0,0.5356764465251579
ACC07090,1.2341293685487236,9.0,13.0,9.0,85408.92005059723,5018,678,0,0,1,0,0.5356764465251579
ACC03704,2.02628578156611,9.0,13.0,9.0,158188.36097637026,9101,344,0,0,1,0,0.5356764465251579
ACC02624,1.2749486920379594,9.0,13.0,9.0,90930.07192173586,1453,312,0,0,1,0,0.5356764465251579
ACC00913,1.167364388698961,9.0,13.0,9.0,129742.58390985912,5018,678,0,0,1,0,0.5356764465251579
ACC00793,1.639675298842882,4.0,14.0,4.0,59241.6159835924,6803,545,0,0,1,0,0.53554691406033
ACC00833,1.3097109207285538,4.0,14.0,4.0,43902.98084745593,4657,406,0,0,1,0,0.53554691406033
ACC04729,1.8545598881517393,4.0,14.0,4.0,68792.1884974008,8946,401,0,0,1,0,0.53554691406033
ACC08512,1.6627230593360072,4.0,14.0,4.0,18860.339830863737,5073,591,0,0,1,0,0.53554691406033
ACC08954,1.6495157496690178,4.0,14.0,4.0,84985.99502078952,8492,679,0,0,1,0,0.53554691406033
ACC09071,2.535238998143467,4.0,14.0,4.0,71232.22889008446,6200,433,0,0,1,0,0.53554691406033
ACC09143,1.7064400974106047,4.0,14.0,4.0,95273.84051178944,8946,401,0,0,1,0,0.53554691406033
ACC07904,1.8738332322308053,4.0,14.0,4.0,82306.67769303356,3568,865,0,0,1,0,0.53554691406033
ACC01216,2.4482691039366276,4.0,14.0,4.0,186627.14162636249,7356,726,0,0,1,0,0.53554691406033
ACC02386,2.1217854360899118,4.0,14.0,4.0,85472.06205116637,6870,959,0,0,1,0,0.53554691406033
ACC03140,1.5792996288708656,4.0,14.0,4.0,84218.6234973936,4657,406,0,0,1,0,0.53554691406033
ACC03185,2.6399966771345276,4.0,14.0,4.0,61947.4137686199,5073,591,0,0,1,0,0.53554691406033
ACC03448,1.4740145222826564,4.0,14.0,4.0,42572.923208809436,5826,257,0,0,1,0,0.53554691406033
ACC03152,0.890096952231028,1.0,8.0,1.0,12343.37318256471,5826,257,0,0,1,0,0.5352580268859016
ACC03938,0.7741846858759537,1.0,8.0,1.0,7891.938044306387,3668,708,0,0,1,0,0.5352580268859016
ACC00060,1.06847776673093,1.0,8.0,1.0,15594.387633694369,2535,424,0,0,1,0,0.5352580268859016
ACC00733,1.1875030624867902,1.0,8.0,1.0,14277.420950566582,3792,232,0,0,1,0,0.5352580268859016
ACC09607,1.4230597038112671,1.0,8.0,1.0,3065.3805588082814,5073,591,0,0,1,0,0.5352580268859016
ACC05470,0.8371661247810755,1.0,8.0,1.0,1053.79982889648,3668,708,0,0,1,0,0.5352580268859016
ACC05549,1.9895805891036196,1.0,8.0,1.0,19072.364964292436,1453,312,0,0,1,0,0.5352580268859016
ACC08784,1.4316823837652084,1.0,8.0,1.0,28521.80665307568,5073,591,0,0,1,0,0.5352580268859016
ACC08903,1.000355493499482,1.0,8.0,1.0,15115.411006482764,4657,406,0,0,1,0,0.5352580268859016
ACC09113,3.119897866689446,1.0,8.0,1.0,39101.69024881853,7356,726,0,0,1,0,0.5352580268859016
ACC04118,1.2574042368401102,1.0,8.0,1.0,24282.098077764877,5077,376,0,0,1,0,0.5352580268859016
ACC04211,1.3547510329803256,1.0,8.0,1.0,14349.84618622627,7356,726,0,0,1,0,0.5352580268859016
ACC04329,1.0774940145707215,1.0,8.0,1.0,13291.316247701016,5018,678,0,0,1,0,0.5352580268859016
ACC05092,0.5143013833628675,1.0,8.0,1.0,9464.323523122102,1773,90,0,0,1,0,0.5352580268859016
ACC02416,0.8595266903099014,1.0,8.0,1.0,13598.402846750158,1651,133,0,0,1,0,0.5352580268859016
ACC02812,1.2156349321777769,1.0,8.0,1.0,15228.67185800904,5077,376,0,0,1,0,0.5352580268859016
